Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Album_type,Licensed,official_video,Album,Title,Channel,Composer,Artist
9,0.258474853,1,-7.561370454,0.101,1.37E-07,2.50E-06,0.000881974,0.569,119.988,272080,409897329,1749518,450534734,34870,album,TRUE,TRUE,PCD,The Pussycat Dolls - Don't Cha (Official Music Video) ft. Busta Rhymes,ThePussycatDollsVEVO,Terrace Martin,Soccer Mommy
5,0.437245479,6,-4.315,0.306,2.86E-06,0,0.033745417,0.518,85.996,324307,295026831,2212839,227592322,32923,album,TRUE,TRUE,It Ain't Safe No More. . .,,BustaRhymesVEVO,Ludwig Göransson,Billie Eilish
8,0.529475129,4,-6.759,0.251,0.086938307,0.00175,0.000230346,0.737,83.011,231240,60823771,403945,220334731,12928,album,TRUE,TRUE,,Busta Rhymes - Break Ya Neck (Official Video),BustaRhymesVEVO,Ludwig Göransson,Sufjan Stevens
9,0.241804367,5.231603515,-6.711,0.303,6.45E-07,4.19E-06,0.033745417,0.715,99.498,222830.746,31503357,293459,129042647.7,8605,album,TRUE,TRUE,When Disaster Strikes...,Busta Rhymes - Put Your Hands Where My Eyes Could See (Official Video) [Explicit],Busta Rhymes Videos,Terrace Martin,Parquet Courts
2,0.786330467,10,-3.99,0.304,0.114840436,1.20E-05,0.001331,0.72,79.675,237233,2434744,63107,16694375,1919,,FALSE,TRUE,"ETA (with Snoop Dogg, Busta Rhymes & Anderson .Paak)","Dr. Dre - ETA (with Snoop Dogg, Busta Rhymes & Anderson .Paak) [Official Audio]",Dr. Dre,Juicy J,J. Cole
3,0.335839161,10,-7.561370454,0.339,5.76E-07,5.87E-05,0.458314011,0.78,136.734,158467,12105762,145123,53722491,5263,album,TRUE,TRUE,Extinction Level Event: The Final World Front,Busta Rhymes - Gimme Some More (Official Video) [Explicit],Busta Rhymes Videos,Juicy J,Sufjan Stevens
5,0.335839161,5.231603515,-7.561370454,0.37,0.114840436,0.000108,0.007645373,0.442,138.335,222830.746,73500123,547052,41668859,20151,album,TRUE,TRUE,The Big Bang,,,"Noah ""40"" Shebib",Phoebe Bridgers
2,0.114084125,5,-13.131,0.439,0.496793088,0.00198,0.001061208,0.698,174.836,202451,518998,19870,3718088,610,album,TRUE,,NOT TiGHT,"DOMi & JD BECK, Snoop Dogg, Busta Rhymes, Anderson .Paak - PiLOT (Lyric Video)",DOMiAndJDBeckVEVO,Louis Bell,Flume
5,0.223648543,4,-7.561370454,0.219,0.114840436,0.054933714,0.000354895,0.526,86.055,252360,295026831,648506.3618,27414643,32923,,TRUE,TRUE,The Remixes,"Busta Rhymes, Mariah Carey - I Know What You Want (Official HD Video) ft. Flipmode Squad",BustaRhymesVEVO,Ludwig Göransson,Mac DeMarco
6,0.498677257,6,-4.699,0.323,0.114840436,0,0.000237177,0.56,89.767,238600,27097198,189648,129042647.7,6751,album,TRUE,TRUE,Genesis,"Busta Rhymes - Pass The Courvoisier Part II (Long Version) ft. P. Diddy, Pharrell",BustaRhymesVEVO,"Noah ""40"" Shebib",Disclosure
8,0.133432831,10,-8.914,0.0319,0.114840436,0,0.000303464,0.771,94.736,227653,18701629,648506.3618,402838433,28103.21208,album,TRUE,TRUE,McCartney II (Special Edition),Paul McCartney - Wonderful Christmastime,PaulMcCartneyVEVO,,Sufjan Stevens
3,0.020123648,2,-7.561370454,0.0501,0.669921875,0.054933714,0.002197,0.354,205.846,188238,87910955.94,2539804,947117209,28103.21208,single,TRUE,TRUE,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney - FourFiveSeconds",RihannaVEVO,Finneas O'Connell,deadmau5
1,0.120553784,7,-10.407,0.0312,0.114840436,0.0944,0.234885113,0.373,79.255,229827,9091676,116240,109527635,5253,album,TRUE,TRUE,McCartney (Archive Collection),,PaulMcCartneyVEVO,Louis Bell,"Tyler, The Creator"
8,0.322828856,10,-10.456,0.0472,0.114840436,0.000982,0.033745417,0.828,117.743,235693,79796,1240,82300943,16,album,FALSE,FALSE,Pipes Of Peace,Paul McCartney & Michael Jackson - Say Say Say (2015 Remastered) [Audio HQ],,Ludwig Göransson,
6,0.052313624,8,-6.665,0.0399,0.246491883,0,0.001331,0.52584177,120.9378193,143531,2876944,648506.3618,39109023,2971,album,TRUE,TRUE,McCartney III Imagined,Paul McCartney - The Kiss of Venus III Imagined: Dominic Fike (Official Video),PaulMcCartneyVEVO,Yeti Beats,Black Midi
5,0.485587656,9,-10.915,0.0341,0.005929741,5.30E-06,0.001124864,0.812,159.996,202000,350629,9782,22699812,674,,TRUE,TRUE,Off The Ground,Paul McCartney - Hope Of Deliverance,,Louis Bell,Charli XCX
3,0.331373888,4,-7.881,0.0379,0.00048189,0,3.86E-05,0.708,160.697,226267,613769,6355,49600732,139,album,FALSE,FALSE,Tug Of War,Paul McCartney ‘Ebony and Ivory (Remix 2015)’ feat Stevie Wonder,,Yeti Beats,Julien Baker
4,0.065939264,4,-12.366,0.0256,0.203297472,0.00143,0.001124864,0.867,94.285,153413,87910955.94,648506.3618,12787820,64,album,TRUE,TRUE,McCartney (Archive Collection),Every Night (2011 Remaster),,Finneas O'Connell,Grimes
6,0.037595375,7,-13.534,0.034,0.025153757,0.00845,0.000663055,0.824,122.239,222533,7508,141,24754190,1,album,TRUE,TRUE,Ram (Archive Collection),Another Day (2012 Remaster),Paul McCartney - Topic,Mike Dean,Flume
6,0.000640504,9,-17.696,0.09546161,0.539353144,0.000259,0.006967871,0.52584177,90.666,222830.746,647837,11454,20386329,109,,TRUE,TRUE,,,Paul McCartney - Topic,Louis Bell,Sufjan Stevens
6,0.335839161,5.231603515,-7.561370454,0.09546161,0.005451776,0.000622,0.001520875,0.68,123.57,222830.746,26276321,239386,449706835,28103.21208,album,FALSE,FALSE,Big Bang,Enanitos Verdes - Lamento Boliviano HD,TheArMaGeDdOn007,,Sufjan Stevens
5,0.089314623,0,-13.148,0.0303,0.109215352,0.00105,0.000985075,0.523,121.989,268867,418605,1367,145647003,95,album,FALSE,FALSE,Nectar,Enanitos Verdes - Luz de dia,Oswaldo Gutiérrez,Louis Bell,Marshmello
6,0.586376253,5.231603515,-6.968,0.0282,0.114840436,1.15E-05,0.075151448,0.919,129.881,161440,2909425,17713,247489800,698,album,FALSE,FALSE,Contrareloj,ENANITOS VERDES-LA MURALLA VERDE (ORIGINAL VIDEO),,Terrace Martin,Grimes
5,0.413493625,5.231603515,-7.561370454,0.0291,0.003581577,4.33E-06,0.763551944,0.582,120.9378193,242413,48359522,218216,129042647.7,4641,album,,TRUE,En Vivo,Enanitos Verdes - Tu Carcel (En Vivo Desde Mexico 2004),,Yeti Beats,deadmau5
3,0.768575296,2,-4.316,0.09546161,0.006644672,9.90E-06,0.004173281,0.52584177,136.993,221720,22304997,119571,129042647.7,3497,,TRUE,TRUE,Pescado Original,,EnanitosVerdesVEVO,Juicy J,Billie Eilish
2,0.273359449,9,-5.534,0.09546161,0.002146689,0.054933714,0.019902511,0.408,83.405,268600,268948,4324,66214013,339,album,FALSE,FALSE,Big Bang,Los Enanitos Verdes - Mi Primer Día Sin Ti,Los Enanitos Verdes Catálogo,Louis Bell,The Chainsmokers
4,0.351895816,7,-11.262,0.0283,6.33E-06,0,0.082881856,0.52584177,137.145,290064,746247,12264,34702661,744,album,FALSE,FALSE,,Los Enanitos Verdes - Igual Que Ayer (Official Music Video),Los Enanitos Verdes Catálogo,"Noah ""40"" Shebib",Grimes
4,0.335839161,0,-8.233,0.0291,0.017984728,0.054933714,0.893056347,0.52584177,121.961,293227,49623825,134217,130092726,4859,album,TRUE,,En Vivo,"Hombres G, Enanitos Verdes - Luz de Día (En Vivo)",huevosrevueltosVEVO,Finneas O'Connell,Billie Eilish
7,0.586376253,9,-5.325,0.032,0.016974593,1.31E-05,0.033386248,0.559,120.04,295013,11323375,58787,42896611,1864,album,TRUE,TRUE,Amores Lejanos,Enanitos Verdes - Amores Lejanos,EnanitosVerdesVEVO,Ludwig Göransson,Billie Eilish
3,0.034328125,0,-11.515,0.0275,0.046656,0,0.001442897,0.151,81.638,173373,190480,648506.3618,32957886,336,album,FALSE,FALSE,Guerra Gaucha,Los Enanitos Verdes - Eterna Soledad (Official Music Video),Los Enanitos Verdes Catálogo,Mike Dean,Pharrell Williams
4,0.599077107,9,-7.561370454,0.0557,2.98E-08,0.0337,0.088121125,0.503,172.676,194867,29241488,497777,411824343,14826,,FALSE,FALSE,,"Sufre mamón, devuélveme a mi chica - Hombres G (Videoclip)",,Juicy J,Khruangbin
7,0.359425431,2,-5.503,0.0352,2.44E-08,0.000275,0.000851971,0.52584177,112.305,225760,618870,5975,217864540,176,album,FALSE,FALSE,Las baladas (Los singles vol II),Hombres G - Te quiero HD - HQ (vídeo oficial) audio digital,,Louis Bell,Alt-J
2,0.529475129,5.231603515,-5.754,0.0539,2.46E-05,0.000234,0.000751089,0.559,119.651,184360,4892898,44216,144532527,1547,album,FALSE,TRUE,,Hombres G - El Ataque De Las Chicas Cocodrilo (Video Oficial) VideoMusic.,VideoMusic.,Finneas O'Connell,The 1975
4,0.849278123,10,-3.225,0.09546161,3.31E-08,3.78E-05,0.000721734,0.487,102.238,132853,2803490,29580,68990772,28103.21208,album,FALSE,,La Cagaste... Burt Lancaster,Hombres G ~ Marta Tiene Un Marcapasos (Video 1986),,Juicy J,
3,0.563559976,1,-5.603,0.0816,0.114840436,0.00128,0.000129554,0.573,120.9378193,270680,47965180,167010,83256610,7952,album,FALSE,FALSE,,Hombres G - Venezia,Butterfly Rock,Louis Bell,Vampire Weekend
5,0.426957777,5.231603515,-5.002,0.119,0.114840436,0,0.000357911,0.424,120.057,222830.746,87910955.94,648506.3618,61921081,71,single,FALSE,FALSE,,Ay Haití HQ,MezclandoPorHaiti,Mike Dean,Halsey
5,0.335839161,0,-5.122,0.0434,8.29E-05,6.31E-06,0.000118371,0.828,148.018,235467,4271710,36679,49106055,667,album,,TRUE,Voy A Pasarmelo Bien,,,Terrace Martin,Big Thief
8,0.335839161,5.231603515,-10.595,0.0426,0.119823157,0.147,0.001092727,0.263,128.026,222830.746,240714,2883,53498466,28103.21208,album,FALSE,FALSE,Las baladas (Los singles vol II),,,,Justin Bieber
6,0.335839161,5.231603515,-5.737,0.09546161,8.41E-07,0.000177,0.000638277,0.433,111,261840,3929494,648506.3618,129042647.7,168,album,TRUE,TRUE,30 años y un día,Lo noto (Remaster 2015),Hombres G - Topic,Terrace Martin,Robyn
5,0.335839161,5,-4.496,0.09546161,0.002628072,0.00643,0.000160989,0.52584177,77.677,201360,4625811,648506.3618,35744541,556,album,FALSE,FALSE,La Cagaste... Burt Lancaster,HOMBRES G - Visite nuestro bar (TVE 86),Manu Guinarte,Louis Bell,
1,0.001124864,6,-7.561370454,0.0445,0.921167317,0.054933714,0.001685159,0.162,120.484,222830.746,15711126,244788,193705968,6834,album,TRUE,TRUE,Carrie & Lowell,,Asthmatic Kitty Records,,Julien Baker
0,0.030959144,5,-18.197,0.0407,0.835896888,0.676,0.000709732,0.2,75.056,247808,17645535,224423,141143374,28103.21208,compilation,TRUE,TRUE,Call Me by Your Name (Original Motion Picture Soundtrack),"Sufjan Stevens - Visions of Gideon (From ""Call Me By Your Name"" Soundtrack)",SonySoundtracksVEVO,Yeti Beats,"Tyler, The Creator"
2,0.004096,4,-21.04,0.09546161,0.958585256,0.0176,0.001442897,0.395,169.898,239508,8471245,78690,79455335,28103.21208,album,TRUE,TRUE,Carrie & Lowell,"Sufjan Stevens, ""Death With Dignity"" (Official Audio)",Asthmatic Kitty Records,Louis Bell,Billie Eilish
2,0.335839161,5.231603515,-20.696,0.0317,0.941192,0.263,0.002000376,0.296,90.928,307698,18188095,161891,111668452,28103.21208,album,TRUE,TRUE,Carrie & Lowell,,Asthmatic Kitty Records,Louis Bell,Shawn Mendes
1,0.335839161,4,-19.991,0.0304,0.868250664,0.847,0.000955672,0.252,140.096,135444,1221363,17659,53987535,26,compilation,TRUE,TRUE,Call Me by Your Name (Original Motion Picture Soundtrack),Futile Devices (Doveman Remix),Sufjan Stevens - Topic,Yeti Beats,Halsey
2,0.003112136,3,-19.585,0.0389,0.961504803,0.0688,0.001225043,0.52584177,120.9378193,284131,7317644,49505,115351781,1021,,TRUE,TRUE,Carrie & Lowell,"Sufjan Stevens, ""The Only Thing"" (Official Audio)",,Terrace Martin,Mitski
2,0.004330747,0,-18.131,0.0489,0.794022776,0.751,0.001520875,0.356,142.119,168040,1238928,11495,93762318,318,album,FALSE,FALSE,Seven Swans,Sufjan Stevens - To Be Alone With You (Lyrics) HD,Ariel Turner,Juicy J,
3,0.099897344,7,-9.657,0.0304,0.200201625,0,0.033745417,0.446,124.97,364613,87910955.94,1315,66599419,69,album,FALSE,FALSE,Illinois,"""Chicago"" -- Sufjan Stevens",Adam Romano,,Anderson .Paak
3,0.335839161,4,-18.645,0.0339,0.979146657,0.908,0.000719323,0.369,120.9378193,133267,1097364,23871,31119978,514,album,FALSE,FALSE,The Age of Adz,Futile Devices (Call Me by Your Name) - Sufjan Stevens (Lyrics),jpgkids,Louis Bell,Charli XCX
0,0.092345408,10,-10.422,0.0307,0.114840436,0.00228,0.327082769,0.189,113.066,222830.746,240025467,1279053,374908872,59796,album,,FALSE,Purple Rain,,The Codfather,Finneas O'Connell,Alicia Keys
9,0.019902511,7,-12.238,0.091,2.46E-06,0.00138,9.80E-05,0.742,111.485,226240,63789393,519736,320875067,28103.21208,album,TRUE,TRUE,Parade - Music from the Motion Picture Under the Cherry Moon,Prince & The Revolution - Kiss (Official Music Video),Prince,Terrace Martin,Angel Olsen
7,0.967361669,9,-4.613,0.09546161,1.06E-06,4.45E-05,0.086938307,0.84,126.47,352906,82384309,678837,194870867,20995,,TRUE,TRUE,,,,"Noah ""40"" Shebib","Tyler, The Creator"
7,0.300763,2,-12.759,0.0438,0.009261,0.000426,0.033745417,0.91,120.75,215173,57418794,348189,173523531,17658,album,TRUE,TRUE,Around The World In A Day,Prince & The Revolution - Raspberry Beret (Official Music Video),Prince,Finneas O'Connell,Sufjan Stevens
0,0.804357,10,-7.561370454,0.125,7.08E-06,0.0022,0.001191016,0.376,195.815,280000,25115573,196994,89798826,7476,album,TRUE,TRUE,,Prince & The Revolution - Let's Go Crazy (Official Music Video),Prince,Finneas O'Connell,Halsey
2,0.332812557,6,-7.561370454,0.0427,6.03E-06,5.63E-06,0.028094464,0.52584177,120.9378193,265320,6052700,72433,7981736,2893,album,TRUE,TRUE,The Gold Experience,Prince - The Most Beautiful Girl In the World,princevevo,Finneas O'Connell,"Tyler, The Creator"
7,0.335839161,2,-10.457,0.0321,0.000640504,0.000388,0.008242408,0.639,135.406,178987,6214045,52412,66628334,2775,album,TRUE,TRUE,,Prince - I Would Die 4 U (Live 1984) [Official Video],Prince,Finneas O'Connell,Billie Eilish
8,0.129554216,1,-8.825,0.0453,6.35E-05,0.0847,0.000302112,0.727,114.832,347667,87910955.94,183216,64530419,8958,,TRUE,TRUE,Prince,,Prince,,
7,0.761048497,6,-2.926,0.113,4.82E-08,6.92E-05,0.007189057,0.658,128.04,186210,52877,893,443481299,55,single,FALSE,,Rasputin,Boney M. - Rasputin (Official Music Video),Old But Gold - Musik Nostalgie,Ludwig Göransson,Sufjan Stevens
7,0.469097433,5,-6.932,0.09546161,0.022188041,0.79,0.002406104,0.52584177,124.431,208600,76279956,561800,219078589,13551,album,TRUE,TRUE,Take The Heat Off Me,Boney M. - Daddy Cool (Sopot Festival 1979),BoneyMVEVO,Mike Dean,Julien Baker
6,0.371694959,6,-12.734,0.048,0.103823,0.00121,0.085184,0.972,120.9378193,220733,418957377,3435429,262132318,126425,album,TRUE,,Fantastic Boney M.,Boney M. - Rasputin (Sopot Festival 1979),,,
7,0.616295051,7,-7.033,0.0362,0.002197,0.000912,0.086938307,0.52584177,115.118,261267,180559851,648506.3618,110735153,28103.21208,album,TRUE,TRUE,Nightflight to Venus,Boney M. - Rivers of Babylon (Sopot Festival 1979),,Yeti Beats,The 1975
5,0.653972032,0,-6.427,0.106,0.000681472,0.124,0.002146689,0.804,120.9378193,242240,87910955.94,73583,130718006,1915,album,,FALSE,Take The Heat Off Me,Boney M. - Sunny (Official Video) [HD 1080p],CleanMusicVideo,Terrace Martin,The Chainsmokers
5,0.712121957,5.231603515,-6.509,0.036,0.024137569,0.00816,0.010941048,0.966,126.143,351573,52877,893,81018008,55,album,FALSE,FALSE,Nightflight to Venus,Boney M. - Rasputin (Official Music Video),Old But Gold - Musik Nostalgie,Juicy J,Mac DeMarco
7,0.438976,2,-6.009,0.105,4.00E-05,0.054933714,0.029791,0.902,128.976,276080,283117873,1373934,76312247,44809,album,TRUE,TRUE,,Boney M. - Ma Baker (Sopot Festival 1979),BoneyMVEVO,Terrace Martin,Fontaines D.C.
8,0.335839161,0,-5.961,0.0367,0.010648,0,0.023393656,0.93,112.517,242187,14631119,112003,118247658,3834,album,TRUE,TRUE,The Magic Of Boney M. (Special Remix Edition),Boney M. - Mary's Boy Child (Officical Video),BoneyMVEVO,Finneas O'Connell,Anderson .Paak
8,0.663054848,10,-4.729,0.0792,1.96E-07,0.545,0.033745417,0.969,123.996,222830.746,76279956,561800,13070905,13551,single,TRUE,TRUE,Daddy Cool,,BoneyMVEVO,Terrace Martin,"Tyler, The Creator"
8,0.335839161,1,-5.843,0.0293,0.023393656,0.054933714,0.027818127,0.52584177,131.659,225627,68250778,360042,129042647.7,7502,album,TRUE,TRUE,Oceans Of Fantasy,Boney M. - Gotta Go Home (Sopot Festival 1979),BoneyMVEVO,Mike Dean,Shawn Mendes
5,0.043243551,5.231603515,-16.842,0.0463,0.110592,0.0176,0.001520875,0.45,101.384,182653,47676885,335189,193343622,16382,album,TRUE,TRUE,Highwayman,The Highwaymen - Highwayman,HighwaymenVEVO,Juicy J,Grimes
1,0.537367797,0,-9.02,0.0737,0.114840436,0.109,0.665338617,0.344,106.859,134267,8726124,58294,9999321,1658,,TRUE,TRUE,Willie Nelson American Outlaw (Live),Willie Nelson - Roll Me Up and Smoke Me When I Die (Live Version),,Finneas O'Connell,
0,0.047045881,9,-14.398,0.0499,0.241804367,0.00119,0.003652264,0.612,187.711,152867,1240905,9102,142956049,224,album,FALSE,FALSE,,Willie Nelson - Mama's Don't Let Your Babies,Stuart Treadwell,Finneas O'Connell,Fontaines D.C.
2,0.017779581,2,-13.868,0.0272,0.430368875,0.00105,0.002985984,0.201,73.36,212667,87910955.94,442638,82658228,21293,album,TRUE,TRUE,Always On My Mind,Willie Nelson - Always On My Mind (Official Video),WillieNelsonVEVO,Mike Dean,Billie Eilish
6,0.121287375,10,-13.877,0.0422,0.103823,6.98E-05,0.003869893,0.528,101.999,247000,5249473,648506.3618,36940149,168,,,FALSE,Highwayman 2,The Highwaymen - American Remains,phoenixkelser,,Justice
4,6.40E-05,4,-19.994,0.0405,0.799178752,0.00178,0.001331,0.418,117.136,138600,20875687,105516,129042647.7,3437,album,,TRUE,Red Headed Stranger,Willie Nelson - Blue Eyes Crying In The Rain (Official Video),WillieNelsonVEVO,Louis Bell,
1,0.633839779,4,-7.561370454,0.085,0.000302112,0.00201,0.879217912,0.36,112.228,156173,12672554,59786,1948126,28103.21208,single,FALSE,FALSE,On The Road Again (Live),Willie Nelson / On The Road Again,willietribute2000,Juicy J,Billie Eilish
6,0.093576664,2,-12.44,0.0332,0.504358336,0.054933714,0.002924207,0.54,120.9378193,287627,23357100,648506.3618,61905067,5775,album,TRUE,TRUE,The Essential Merle Haggard: The Epic Years,,MerleHaggardVEVO,Terrace Martin,Skrillex
4,0.143055667,1,-14.647,0.0311,0.145531576,0.0564,0.033745417,0.723,148.03,222830.746,87910955.94,22232,19385881,1012,album,TRUE,TRUE,Highwayman 2,The Highwaymen - Silver Stallion,HighwaymenVEVO,Terrace Martin,Swedish House Mafia
2,0.198155287,5.231603515,-10.964,0.0376,0.006331625,0,0.066923416,0.908,150.566,183307,91274010,423722,762844275,11553,album,TRUE,,Blowin' Your Mind!,Van Morrison - Brown Eyed Girl (Official Audio),VanMorrisonVEVO,Finneas O'Connell,Kurt Vile
4,0.143877824,8,-10.266,0.0309,0.049430863,0.00254,0.001520875,0.797,86.204,205613,4302880,38657,259257572,1371,album,TRUE,TRUE,Moondance,Van Morrison - Into The Mystic (Official Vinyl Video),,Finneas O'Connell,Marshmello
3,0.006644672,9,-18.758,0.0959,0.594823321,0.054933714,0.011852352,0.334,77.464,155453,4374454,54558,130259092,202,album,TRUE,TRUE,Moondance (Expanded Edition),Crazy Love (2013 Remaster),Van Morrison - Topic,Finneas O'Connell,
5,0.158340421,0,-7.851,0.09546161,0.284890312,0.054933714,0.000799179,0.693,93.744,197160,23502353,131987,80883600,4653,,,,Days Like This,Van Morrison - Days Like This,VanMorrisonVEVO,Ludwig Göransson,Tame Impala
4,0.022425768,5.231603515,-12.207,0.0339,0.125751501,8.30E-06,0.003511808,0.563,67.409,274040,4925805,69344,170421395,297,album,TRUE,TRUE,Moondance (Deluxe Edition),Moondance (2013 Remaster),Van Morrison - Topic,Ludwig Göransson,Kamasi Washington
0,0.108531333,4,-10.266,0.09546161,0.021024576,0.0139,0.002515456,0.182,143.532,260387,11013537,648506.3618,106432184,28103.21208,album,TRUE,TRUE,,Van Morrison - Have I Told You Lately (Official Video),VanMorrisonVEVO,Yeti Beats,Travis Scott
2,0.400315553,0,-7.36,0.09546161,0.025153757,0.054933714,0.028652616,0.52584177,176.717,226760,87910955.94,6132,129042647.7,298,,,TRUE,Into the Music,Van Morrison - Bright Side of the Road (Official Audio),VanMorrisonVEVO,Yeti Beats,Chance the Rapper
3,0.363994344,7,-7.139,0.0445,0.005268024,0,0.033745417,0.955,120.9378193,222830.746,5316213,25987,129042647.7,1292,compilation,FALSE,FALSE,The Essential Van Morrison,Van Morrison - Wild Night  (1971),jmms429,Louis Bell,Khruangbin
